pausebtn_abandon,Abandonar Juego,"	"
gameend_text,Tu fabrica llego a ronda {a}{b}y fabrico {c} numeros en total!,"	"
gameend_textsingle,Tu fabrica llego a ronda {a}{b}y fabrico {c} numeros en total!,"	"
debuginstance,Instancias: {a},"	"
keybind_aim,Apuntar Tiro,"		"
keybind_launch,Lanzar a Nubby,"		"
keybind_pause,Pausar Juego / Salir,"		"
keybind_fullscreen,Cambiar Pantalla Completa,"		"
keybind_sellitem,Vender Item,"		"
keybind_set,Presiona cualquier boton,"		"
free,Gratis!,"		"
gameend_skip,Presiona [{a}] para saltar,"		"
abandon_warning,Estas seguro que quieres abandonar el juego?,"		"
setting_sfx,Efectos de Sonido,"		"
setting_music,Musica,"		"
setting_fullscreen,Pantalla Completa,"		"
btn_click,Haz click para empezar!,"		"
hoverdirection,(Pasa el cursor sobre esto para ver detalles.){a}<----,"		"
peg_name0,Error: Bola no Encontrada,"	"
peg_name1,Pepita de oro,"		"
peg_name2,Bola de Bedrock,"		"
peg_name3,Bomba de Hidrogeno,"		"
peg_name4,Bola Ghillie,"		"
peg_name5,Bola Negativa,"		"
peg_name6,Bola Electrica,"		"
peg_name7,Bola Loca,"	"
peg_name8,Bola de Cristal,"		"
peg_name9,Bola Nitro,"		"
peg_name10,Bola Nubby,"		"
peg_name11,Bola Nucleo,"		"
peg_name12,Bola Pinchosa,"		"
peg_name13,Bola de Circuito,"		"
peg_name14,Bola Sonriente,"		"
peg_desc0,Sin Descripcion,"		"
peg_desc1,Esta bola da +{a} monedas cuando estallada por primera vez.,"		"
peg_desc2,Esta bola solo puede ser estallada despues de que su capa de piedra se estalla {a} veces.,"		"
peg_desc3,Esta bola estallara todas las bolas cuando estallada completamente.,"		"
peg_desc4,Esta bola estallara la bola con el mayor # cuando estallada. (no se estallara a si mismo),
peg_desc5,Esta bola restara numeros en vez de sumar numeros cuando estallada.,"		"
peg_desc6,Esta bola activara el item en espacio #{a} cuando estallado.,"		"
peg_desc7,Esta bola multiplicara tus puntos totales por {a}x cuando estallada por primera vez.,"		"
peg_desc8,Esta bola se rompera cuando estallada por primera vez.,"	"
peg_desc9,Esta bola estallara {a} bolas en un patron de + cuando estallada por primera vez.,"	"
peg_desc10,Aparece otro Nubby arriba de el tablero cuando estallado completamente.,"		"
peg_desc11,Esta bola multiplicara tus puntos totales por {a}x cuando estallada completamente.,"		"
peg_desc12,Esta bola mata a nubby y termina la ronda cuando estallado completamente,"		"
peg_desc13,Esta bola desactivara un item aleatorio cuanto estallado completamente.{a}*Items desactivados no funcionan por el resto de la ronda.,"		"
peg_desc14,Esta bola da puntos dobles cuando estallado,"		"
btn_skiploot,Saltar,"		"
perk_name0,Error: Beneficio no Encontrado,"		"
perk_name1,Beneficio de Serpiente,"		"
perk_name2,Beneficio Tonto,"		"
perk_name3,Beneficio del Mago,"	"
perk_name4,Beneficio de la Suerte,"		"
perk_name5,Beneficio Nervioso,"		"
perk_name6,Beneficio Enojado,"		"
perk_name7,Beneficio Veloz,"	"
perk_name8,Beneficio Raro,"		"
perk_name9,Beneficio de Zombie,"		"
perk_name10,Beneficio de Apostar,"		"
perk_name11,Beneficio de Carne,"		"
perk_name12,Beneficio Caotico,"		"
perk_name13,Beneficio Feliz,"		"
perk_name14,Beneficio Codicioso,"		"
perk_name15,Beneficio de Ballas,"		"
perk_name16,Beneficio de el Cubo,"		"
perk_name17,Beneficio de las Rocas,"		"
perk_desc0,*Descipcion Vacia,"		"
perk_desc1,*El item en el espacio #{a] se activara {b} veces cuando estalles {c} bolas.{e}*Funciona {d} veces por ronda.,"		"
perk_desc2,*El item en espacio #{a} se activara cuando estalles {b} bolas.{d}*Funciona {c} veces por ronda.,"	"
perk_desc3,*El item en espacio #{a} se activara cuando el item en espacio #{b} se activa.{d}*Funciona {c} veces por ronda.,"		"
perk_desc4,*Gana +{a}% chance de encontrar items raros en la tienda.,"		"
perk_desc5,*{a}% chance de que todos los items de tiempo se activen cada medio segundo.,"		"
perk_desc6,*Todos los items se activaran cada {a} segundos.,"		"
perk_desc7,*Todos los items en espacios impares se activaran cuando Nubby se lanza.,"		"
perk_desc8,*Un item aleatorio en tu inventario se activara cada {a} segundos.,"		"
perk_desc9,"*Todos los items {a}primera bola estallada -> se activaran cuando Nubby muere.""","		"
perk_desc10,*El boton de revolver el tablero se puede usar una vez adicional.{a}(es el boton azul en la punta derecha).,"		"
perk_desc11,"*Si el espacio #{a} esta vacio, el item en espacio #{b} se activara cuando Nubby toca una pared.{d}*Funciona {c} veces por ronda.","		"
perk_desc12,*Un item aleatorio tiene una chance de {a}% para venderse or +{b} monedas cuando se lanza a Nubby.,"		"
perk_desc13,*Todos los items {a}Pasar meta ->{a} se activaran otra vez cuando se pasa la meta por primera vez.,"		"
perk_desc14,"*Cuando Nubby muere, el item en espacio #{a} se activara 1 vez por cada {c} monedas que tu tienes.{d}*Maximo de {c} activaciones.","		"
perk_desc15,"*Si {a} bolas han sido estalladas en una ronda, el item en espacio #{b} se activara {c} veces.{e}*Funciona {d} veces por ronda.","		"
perk_desc16,"* Si tienes {a} o menos items, el item en espacio #{b} se activara {c} veces cuando la primera bola se estalla.","		"
perk_desc17,*El item en espacio #{a} se activara cuando cualquier bola se estalle.{c}*Funciona {b} veces por ronda.,"		"
rareitemodds,Chance de Item Raro: {a}%,"		"
mainmenu,Menu Principal,"		"
wishlistmessage,"Has llegado a el final de la demo!{a}...eso se significa que ganaste, no?{a}{a}Pon en tu lista de deseados la version completa de Nubby's Number Factory en steam para mas diversion y locuras!{a}(Haz click en el boton de {b}Wishlist{b} abajo de mi!)","		"
specialevent_name1,Caos!,"		"
specialevent_name2,Fiebre del Oro!,"		"
specialevent_name3,Numero-Mania!,"		"
specialevent_name4,Francotiradores Astutos!,"		"
specialevent_name5,Es Nubby!,"		"
specialevent_name6,Di Queso!,"		"
specialevent_name7,M.O.A.P,"		"
bossevent_name1,Bolas de Bedrock!,"		"
bossevent_name2,Pesimismo!,"		"
bossevent_name3,Bolas Rotas!,"		"
bossevent_name4,Ouch! Tonto!,"		"
bossevent_name5,Corte de Energia!,"		"
shoperror1,Inventario lleno.{a}Vende items para hacer espacio!{a}{a}[Haz {b} en items para venderlos],"		"
shoperror2,No puedes usar magia:{a}Debes tener al menos un item para usar magia.,"		"
shoperror3,No puedes usar magia:{a}Todos tus items ya estan encantados o malditos.,"		"
shoperror4,Muy pobre! Consigue mas monedas para comprar esto!,"		"
shoperror5,Muy pobre! Consigue mas monedas para reponer la tienda!,"		"
shoperror6,Arrastra un item sobre este boton para congelarlos!{a}(Items congelados no desaparecen cuando repones o sales de la tienda),"		"
lootdirections,Haz click para abrir!,"		"
perkwarning,Nota: Beneficios son permanentes. No se pueden vender.,"		"
pausebtn_keybinds,Controles,"		"
nohighscore,Puntaje:{a}{b}{a}{a}Mejor Puntaje:{a}{c},"		"
highscore,Nuevo Mejor Puntaje!{a}{a}{b},"		"
btn_gainslot,+1 Espacio,"		"
soldout,Agotado!,"		"
newgame,Nuevo Juego!,"		"
roundinfo,Ronda {a},"		"
tut1,"Ey, debes ser el nuevo empleado sobre el que me hablaron.","		"
tut2,Mi nombre es Tony y soy tu supervisor.,"		"
tut3,Mi trabajo es mostrarte como funciona la fabrica.,"		"
tut4,No me importa nada sobre ti entonces empecemos.,"		"
tut5,"Primero, bienvenido a el equipo de Nubby's Number Factory - el fabricador mas grande de numeros!","		"
tut6,Este es el centro de control de la fabrica.,"		"
tut7,"Tu primera tarea es lanzar a nuestra mascota, Nubby, a el tablero.","		"
tut8,Manten apretado a [{a]} y presiona [{b}] para lanzar a Nubby.,"	"
tut9,"Wow, eres muy bueno en esto.","		"
tut10,"En esta fabrica, tu unico trabajo es hacer numeros grandes...","		"
tut11,"Por lanzar a nubby a estas bolas, ganaras el numero de puntos en la bola.","		"
tut12,Este numero muestra cuantos puntos has hecho en una ronda.,"		"
tut13,"El numero de abajo es la meta, si la pasas el tablero se repone.","		"
tut14,"Si consigues MUCHOS puntos, el tablero se repone varias veces.","		"
tut15,Espera.. Olvide decirte como se repone el tablero!,"		"
tut16,"Escucha, porque reponer el tablero es importante!","		"
tut17,"Cuando se repone el tablero, NUEVAS bolas caen de el cielo y llenaran todos los espacios vacios.","		"
tut18,"Despues, pares de bolas con el mismo numero se uniran y crean una bola mejor.","		"
tut19,Probemoslo. Lanza a Nubby hasta que pases la meta.{a}[{b}] + [{c}],"		"
tut20,Puedes hacer mejor que eso. Intentalo otra vez.,"		"
tut21,Espectacular! Eso fue Nub-tastico! Eres una estrella!,"	"
tut22,"Es broma, no lo eres.","		"
tut23,"Ok. Ya casi terminamos. Para mover a las nuevas bolas, presiona este boton.","		"
tut24,Genial. Lanza a nubby una vez mas [{a}] + [{b}]. Quiero mostrarte algo.,"		"
tut25,"Capaz has visto que Nubby pasa por unas bolas, pero no otras.","		"
tut26,"Nubby rompe los 1, pero rebota de cualquier bola mayor que 1.","		"
tut27,"Bien, eso es todo por el tutorial. Descubriras el resto tu mismo","		"
tut28,ESPERA! ESPERA! ME OLVIDE ALGO!,"		"
tut29,"Cada vez que lanzas a Nubby, pierdes una vida. Si pierdes todas us vidas, el sol explota.","		"
tut30,"Pero, por suerte, cada vez que el tablero se repone, consigues una vida mas.","		"
tut31,"Entonces si haces numeros grandes, nadie queda herido.","	"
tut32,Ok ahora termine. Gracias por no apretar el boton de {a}Saltar Tutorial{a}. Se que fue dificil para ti.,"	"
tut33,"Empezare una nueva, limpia fabrica ahora. Buena suerte.",
skiptut,Saltar Tutorial,"		"
tutdir,(Haz Click para continuar),"		"
pmbtn_settings,Ajustes,"		"
pmbtn_restart,Reiniciar Juego,"	"
btn_credits,Créditos,
translation,Traducción{a}{a},
startdirection,Objetivo[{a}] lanzamiento[{b}],
